[0.006s][info][gc] Using Concurrent Mark Sweep
[0.007s][info][gc,heap,coops] Heap address: 0x0000000700000000, size: 4096 MB, Compressed Oops mode: Zero based, Oop shift amount: 3
[0.058s][info][safepoint    ] Entering safepoint region: EnableBiasedLocking
[43.870s][info ][safepoint    ] Application time: 0.3485968 seconds
[43.870s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[43.871s][info ][gc,start     ] GC(108) Pause Young (Allocation Failure)
[43.871s][info ][gc,task      ] GC(108) Using 4 workers of 4 for evacuation
[43.875s][debug][gc,ref       ] GC(108) Skipped phase1 of Reference Processing due to unavailable references
[43.875s][debug][gc,ref       ] GC(108) Skipped phase3 of Reference Processing due to unavailable references
[43.875s][debug][gc,ref       ] GC(108) Skipped phase4 of Reference Processing due to unavailable references
[43.876s][debug][gc,age       ] GC(108) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[43.876s][info ][gc,heap      ] GC(108) ParNew: 249361K->8930K(270976K)
[43.876s][info ][gc,heap      ] GC(108) CMS: 234371K->234371K(602112K)
[43.876s][info ][gc,metaspace ] GC(108) Metaspace: 56295K->56295K(1099776K)
[43.876s][info ][gc           ] GC(108) Pause Young (Allocation Failure) 472M->237M(852M) 5.009ms
[43.876s][info ][gc,cpu       ] GC(108) User=0.03s Sys=0.00s Real=0.00s
[43.876s][info ][safepoint    ] Leaving safepoint region
[43.876s][info ][safepoint    ] Total time for which application threads were stopped: 0.0051846 seconds, Stopping threads took: 0.0000178 seconds
[44.876s][info ][safepoint    ] Application time: 1.0000878 seconds
[44.876s][info ][safepoint    ] Entering safepoint region: Cleanup
[44.876s][info ][safepoint    ] Leaving safepoint region
[44.876s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001118 seconds, Stopping threads took: 0.0000175 seconds
[45.876s][info ][safepoint    ] Application time: 1.0001216 seconds
[45.876s][info ][safepoint    ] Entering safepoint region: Cleanup
[45.876s][info ][safepoint    ] Leaving safepoint region
[45.876s][info ][safepoint    ] Total time for which application threads were stopped: 0.0000948 seconds, Stopping threads took: 0.0000174 seconds
[46.876s][info ][safepoint    ] Application time: 1.0000971 seconds
[46.876s][info ][safepoint    ] Entering safepoint region: Cleanup
[46.876s][info ][safepoint    ] Leaving safepoint region
[46.876s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001442 seconds, Stopping threads took: 0.0000163 seconds
[47.163s][info ][safepoint    ] Application time: 0.2870383 seconds
[47.163s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[47.164s][info ][gc,start     ] GC(109) Pause Young (Allocation Failure)
[47.164s][info ][gc,task      ] GC(109) Using 4 workers of 4 for evacuation
[47.169s][debug][gc,ref       ] GC(109) Skipped phase1 of Reference Processing due to unavailable references
[47.169s][debug][gc,ref       ] GC(109) Skipped phase3 of Reference Processing due to unavailable references
[47.169s][debug][gc,age       ] GC(109) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[47.169s][info ][gc,heap      ] GC(109) ParNew: 249826K->9118K(270976K)
[47.169s][info ][gc,heap      ] GC(109) CMS: 234371K->234371K(602112K)
[47.169s][info ][gc,metaspace ] GC(109) Metaspace: 56331K->56331K(1099776K)
[47.169s][info ][gc           ] GC(109) Pause Young (Allocation Failure) 472M->237M(852M) 5.265ms
[47.169s][info ][gc,cpu       ] GC(109) User=0.02s Sys=0.00s Real=0.01s
[47.169s][info ][safepoint    ] Leaving safepoint region
[47.169s][info ][safepoint    ] Total time for which application threads were stopped: 0.0054650 seconds, Stopping threads took: 0.0000157 seconds
[48.169s][info ][safepoint    ] Application time: 1.0001111 seconds
[48.169s][info ][safepoint    ] Entering safepoint region: Cleanup
[48.169s][info ][safepoint    ] Leaving safepoint region
[48.169s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001399 seconds, Stopping threads took: 0.0000402 seconds
[49.169s][info ][safepoint    ] Application time: 1.0001007 seconds
[49.169s][info ][safepoint    ] Entering safepoint region: Cleanup
[49.169s][info ][safepoint    ] Leaving safepoint region
[49.169s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001686 seconds, Stopping threads took: 0.0000678 seconds
[50.170s][info ][safepoint    ] Application time: 1.0000941 seconds
[50.170s][info ][safepoint    ] Entering safepoint region: Cleanup
[50.170s][info ][safepoint    ] Leaving safepoint region
[50.170s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001752 seconds, Stopping threads took: 0.0000952 seconds
[50.470s][info ][safepoint    ] Application time: 0.3004603 seconds
[50.470s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[50.470s][info ][gc,start     ] GC(110) Pause Young (Allocation Failure)
[50.470s][info ][gc,task      ] GC(110) Using 4 workers of 4 for evacuation
[50.480s][debug][gc,ref       ] GC(110) Skipped phase1 of Reference Processing due to unavailable references
[50.480s][debug][gc,ref       ] GC(110) Skipped phase3 of Reference Processing due to unavailable references
[50.480s][debug][gc,ref       ] GC(110) Skipped phase4 of Reference Processing due to unavailable references
[50.480s][debug][gc,age       ] GC(110) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[50.480s][info ][gc,heap      ] GC(110) ParNew: 250014K->6184K(270976K)
[50.480s][info ][gc,heap      ] GC(110) CMS: 234371K->238572K(602112K)
[50.480s][info ][gc,metaspace ] GC(110) Metaspace: 56343K->56343K(1099776K)
[50.480s][info ][gc           ] GC(110) Pause Young (Allocation Failure) 473M->239M(852M) 9.364ms
[50.480s][info ][gc,cpu       ] GC(110) User=0.03s Sys=0.00s Real=0.01s
[50.480s][info ][safepoint    ] Leaving safepoint region
[50.480s][info ][safepoint    ] Total time for which application threads were stopped: 0.0095288 seconds, Stopping threads took: 0.0000171 seconds
[51.480s][info ][safepoint    ] Application time: 1.0001518 seconds
[51.480s][info ][safepoint    ] Entering safepoint region: Cleanup
[51.480s][info ][safepoint    ] Leaving safepoint region
[51.480s][info ][safepoint    ] Total time for which application threads were stopped: 0.0000830 seconds, Stopping threads took: 0.0000184 seconds
[52.480s][info ][safepoint    ] Application time: 1.0000856 seconds
[52.480s][info ][safepoint    ] Entering safepoint region: Cleanup
[52.480s][info ][safepoint    ] Leaving safepoint region
[52.480s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001236 seconds, Stopping threads took: 0.0000192 seconds
[53.480s][info ][safepoint    ] Application time: 1.0000918 seconds
[53.481s][info ][safepoint    ] Entering safepoint region: Cleanup
[53.481s][info ][safepoint    ] Leaving safepoint region
[53.481s][info ][safepoint    ] Total time for which application threads were stopped: 0.0000993 seconds, Stopping threads took: 0.0000186 seconds
[53.776s][info ][safepoint    ] Application time: 0.2949121 seconds
[53.776s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[53.776s][info ][gc,start     ] GC(111) Pause Young (Allocation Failure)
[53.776s][info ][gc,task      ] GC(111) Using 4 workers of 4 for evacuation
[53.779s][debug][gc,ref       ] GC(111) Skipped phase1 of Reference Processing due to unavailable references
[53.779s][debug][gc,ref       ] GC(111) Skipped phase3 of Reference Processing due to unavailable references
[53.779s][debug][gc,ref       ] GC(111) Skipped phase4 of Reference Processing due to unavailable references
[53.779s][debug][gc,age       ] GC(111) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[53.779s][info ][gc,heap      ] GC(111) ParNew: 247080K->3263K(270976K)
[53.779s][info ][gc,heap      ] GC(111) CMS: 238572K->238920K(602112K)
[53.779s][info ][gc,metaspace ] GC(111) Metaspace: 56360K->56360K(1099776K)
[53.779s][info ][gc           ] GC(111) Pause Young (Allocation Failure) 474M->236M(852M) 3.674ms
[53.779s][info ][gc,cpu       ] GC(111) User=0.01s Sys=0.00s Real=0.01s
[53.779s][info ][safepoint    ] Leaving safepoint region
[53.779s][info ][safepoint    ] Total time for which application threads were stopped: 0.0038445 seconds, Stopping threads took: 0.0000164 seconds
[54.780s][info ][safepoint    ] Application time: 1.0000895 seconds
[54.780s][info ][safepoint    ] Entering safepoint region: Cleanup
[54.780s][info ][safepoint    ] Leaving safepoint region
[54.780s][info ][safepoint    ] Total time for which application threads were stopped: 0.0000969 seconds, Stopping threads took: 0.0000182 seconds
[55.780s][info ][safepoint    ] Application time: 1.0000888 seconds
[55.780s][info ][safepoint    ] Entering safepoint region: Cleanup
[55.780s][info ][safepoint    ] Leaving safepoint region
[55.780s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001036 seconds, Stopping threads took: 0.0000187 seconds
[56.780s][info ][safepoint    ] Application time: 1.0001319 seconds
[56.780s][info ][safepoint    ] Entering safepoint region: Cleanup
[56.780s][info ][safepoint    ] Leaving safepoint region
[56.780s][info ][safepoint    ] Total time for which application threads were stopped: 0.0000831 seconds, Stopping threads took: 0.0000166 seconds
[57.313s][info ][safepoint    ] Application time: 0.5332154 seconds
[57.313s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[57.314s][info ][gc,start     ] GC(112) Pause Young (Allocation Failure)
[57.314s][info ][gc,task      ] GC(112) Using 4 workers of 4 for evacuation
[57.317s][debug][gc,ref       ] GC(112) Skipped phase1 of Reference Processing due to unavailable references
[57.317s][debug][gc,ref       ] GC(112) Skipped phase3 of Reference Processing due to unavailable references
[57.317s][debug][gc,ref       ] GC(112) Skipped phase4 of Reference Processing due to unavailable references
[57.317s][debug][gc,age       ] GC(112) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[57.317s][info ][gc,heap      ] GC(112) ParNew: 244159K->2440K(270976K)
[57.317s][info ][gc,heap      ] GC(112) CMS: 238920K->239123K(602112K)
[57.317s][info ][gc,metaspace ] GC(112) Metaspace: 56372K->56372K(1099776K)
[57.317s][info ][gc           ] GC(112) Pause Young (Allocation Failure) 471M->235M(852M) 3.624ms
[57.317s][info ][gc,cpu       ] GC(112) User=0.02s Sys=0.00s Real=0.01s
[57.317s][info ][safepoint    ] Leaving safepoint region
[57.317s][info ][safepoint    ] Total time for which application threads were stopped: 0.0038046 seconds, Stopping threads took: 0.0000168 seconds
[58.318s][info ][safepoint    ] Application time: 1.0003645 seconds
[58.318s][info ][safepoint    ] Entering safepoint region: Cleanup
[58.318s][info ][safepoint    ] Leaving safepoint region
[58.318s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001330 seconds, Stopping threads took: 0.0000445 seconds
[59.318s][info ][safepoint    ] Application time: 1.0001073 seconds
[59.318s][info ][safepoint    ] Entering safepoint region: Cleanup
[59.318s][info ][safepoint    ] Leaving safepoint region
[59.318s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001321 seconds, Stopping threads took: 0.0000547 seconds
[60.318s][info ][safepoint    ] Application time: 1.0001029 seconds
[60.318s][info ][safepoint    ] Entering safepoint region: Cleanup
[60.318s][info ][safepoint    ] Leaving safepoint region
[60.318s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001653 seconds, Stopping threads took: 0.0000464 seconds
[60.461s][info ][safepoint    ] Application time: 0.1426626 seconds
[60.461s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[60.461s][info ][gc,start     ] GC(113) Pause Young (Allocation Failure)
[60.461s][info ][gc,task      ] GC(113) Using 4 workers of 4 for evacuation
[60.465s][debug][gc,ref       ] GC(113) Skipped phase1 of Reference Processing due to unavailable references
[60.465s][debug][gc,ref       ] GC(113) Skipped phase3 of Reference Processing due to unavailable references
[60.465s][debug][gc,ref       ] GC(113) Skipped phase4 of Reference Processing due to unavailable references
[60.465s][debug][gc,age       ] GC(113) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[60.465s][info ][gc,heap      ] GC(113) ParNew: 243336K->1932K(270976K)
[60.465s][info ][gc,heap      ] GC(113) CMS: 239123K->239418K(602112K)
[60.465s][info ][gc,metaspace ] GC(113) Metaspace: 56376K->56376K(1099776K)
[60.465s][info ][gc           ] GC(113) Pause Young (Allocation Failure) 471M->235M(852M) 3.502ms
[60.465s][info ][gc,cpu       ] GC(113) User=0.01s Sys=0.00s Real=0.00s
[60.465s][info ][safepoint    ] Leaving safepoint region
[60.465s][info ][safepoint    ] Total time for which application threads were stopped: 0.0036761 seconds, Stopping threads took: 0.0000405 seconds
[61.465s][info ][safepoint    ] Application time: 1.0001064 seconds
[61.465s][info ][safepoint    ] Entering safepoint region: Cleanup
[61.465s][info ][safepoint    ] Leaving safepoint region
[61.465s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001853 seconds, Stopping threads took: 0.0000833 seconds
[62.465s][info ][safepoint    ] Application time: 1.0000989 seconds
[62.465s][info ][safepoint    ] Entering safepoint region: Cleanup
[62.465s][info ][safepoint    ] Leaving safepoint region
[62.465s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001315 seconds, Stopping threads took: 0.0000394 seconds
[63.465s][info ][safepoint    ] Application time: 1.0001096 seconds
[63.466s][info ][safepoint    ] Entering safepoint region: Cleanup
[63.466s][info ][safepoint    ] Leaving safepoint region
[63.466s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001196 seconds, Stopping threads took: 0.0000424 seconds
[63.714s][info ][safepoint    ] Application time: 0.2478545 seconds
[63.714s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[63.714s][info ][gc,start     ] GC(114) Pause Young (Allocation Failure)
[63.714s][info ][gc,task      ] GC(114) Using 4 workers of 4 for evacuation
[63.717s][debug][gc,ref       ] GC(114) Skipped phase1 of Reference Processing due to unavailable references
[63.717s][debug][gc,ref       ] GC(114) Skipped phase3 of Reference Processing due to unavailable references
[63.717s][debug][gc,ref       ] GC(114) Skipped phase4 of Reference Processing due to unavailable references
[63.717s][debug][gc,age       ] GC(114) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[63.717s][info ][gc,heap      ] GC(114) ParNew: 242828K->2355K(270976K)
[63.717s][info ][gc,heap      ] GC(114) CMS: 239418K->239451K(602112K)
[63.717s][info ][gc,metaspace ] GC(114) Metaspace: 56396K->56396K(1099776K)
[63.717s][info ][gc           ] GC(114) Pause Young (Allocation Failure) 470M->236M(852M) 3.218ms
[63.717s][info ][gc,cpu       ] GC(114) User=0.01s Sys=0.00s Real=0.01s
[63.717s][info ][safepoint    ] Leaving safepoint region
[63.717s][info ][safepoint    ] Total time for which application threads were stopped: 0.0034042 seconds, Stopping threads took: 0.0000441 seconds
[64.717s][info ][safepoint    ] Application time: 1.0001150 seconds
[64.717s][info ][safepoint    ] Entering safepoint region: Cleanup
[64.717s][info ][safepoint    ] Leaving safepoint region
[64.717s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001832 seconds, Stopping threads took: 0.0001152 seconds
[65.717s][info ][safepoint    ] Application time: 1.0001032 seconds
[65.717s][info ][safepoint    ] Entering safepoint region: Cleanup
[65.718s][info ][safepoint    ] Leaving safepoint region
[65.718s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001617 seconds, Stopping threads took: 0.0000449 seconds
[66.718s][info ][safepoint    ] Application time: 1.0000979 seconds
[66.718s][info ][safepoint    ] Entering safepoint region: Cleanup
[66.718s][info ][safepoint    ] Leaving safepoint region
[66.718s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001651 seconds, Stopping threads took: 0.0000876 seconds
[67.267s][info ][safepoint    ] Application time: 0.5494959 seconds
[67.267s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[67.268s][info ][gc,start     ] GC(115) Pause Young (Allocation Failure)
[67.268s][info ][gc,task      ] GC(115) Using 4 workers of 4 for evacuation
[67.271s][debug][gc,ref       ] GC(115) Skipped phase1 of Reference Processing due to unavailable references
[67.271s][debug][gc,ref       ] GC(115) Skipped phase3 of Reference Processing due to unavailable references
[67.271s][debug][gc,ref       ] GC(115) Skipped phase4 of Reference Processing due to unavailable references
[67.271s][debug][gc,age       ] GC(115) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[67.271s][info ][gc,heap      ] GC(115) ParNew: 243251K->2242K(270976K)
[67.271s][info ][gc,heap      ] GC(115) CMS: 239451K->239574K(602112K)
[67.271s][info ][gc,metaspace ] GC(115) Metaspace: 56408K->56408K(1099776K)
[67.271s][info ][gc           ] GC(115) Pause Young (Allocation Failure) 471M->236M(852M) 3.353ms
[67.271s][info ][gc,cpu       ] GC(115) User=0.01s Sys=0.00s Real=0.01s
[67.271s][info ][safepoint    ] Leaving safepoint region
[67.271s][info ][safepoint    ] Total time for which application threads were stopped: 0.0035266 seconds, Stopping threads took: 0.0000171 seconds
[68.271s][info ][safepoint    ] Application time: 1.0001470 seconds
[68.271s][info ][safepoint    ] Entering safepoint region: Cleanup
[68.271s][info ][safepoint    ] Leaving safepoint region
[68.271s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001369 seconds, Stopping threads took: 0.0000433 seconds
[69.271s][info ][safepoint    ] Application time: 1.0001053 seconds
[69.272s][info ][safepoint    ] Entering safepoint region: Cleanup
[69.272s][info ][safepoint    ] Leaving safepoint region
[69.272s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001672 seconds, Stopping threads took: 0.0000879 seconds
[70.272s][info ][safepoint    ] Application time: 1.0000989 seconds
[70.272s][info ][safepoint    ] Entering safepoint region: Cleanup
[70.272s][info ][safepoint    ] Leaving safepoint region
[70.272s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001411 seconds, Stopping threads took: 0.0000434 seconds
[70.616s][info ][safepoint    ] Application time: 0.3442074 seconds
[70.616s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[70.616s][info ][gc,start     ] GC(116) Pause Young (Allocation Failure)
[70.616s][info ][gc,task      ] GC(116) Using 4 workers of 4 for evacuation
[70.619s][debug][gc,ref       ] GC(116) Skipped phase1 of Reference Processing due to unavailable references
[70.620s][debug][gc,ref       ] GC(116) Skipped phase3 of Reference Processing due to unavailable references
[70.620s][debug][gc,ref       ] GC(116) Skipped phase4 of Reference Processing due to unavailable references
[70.620s][debug][gc,age       ] GC(116) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[70.620s][info ][gc,heap      ] GC(116) ParNew: 243138K->1975K(270976K)
[70.620s][info ][gc,heap      ] GC(116) CMS: 239574K->239644K(602112K)
[70.620s][info ][gc,metaspace ] GC(116) Metaspace: 56468K->56468K(1101824K)
[70.620s][info ][gc           ] GC(116) Pause Young (Allocation Failure) 471M->235M(852M) 3.373ms
[70.620s][info ][gc,cpu       ] GC(116) User=0.02s Sys=0.00s Real=0.01s
[70.620s][info ][safepoint    ] Leaving safepoint region
[70.620s][info ][safepoint    ] Total time for which application threads were stopped: 0.0035527 seconds, Stopping threads took: 0.0000170 seconds
[71.620s][info ][safepoint    ] Application time: 1.0001464 seconds
[71.620s][info ][safepoint    ] Entering safepoint region: Cleanup
[71.620s][info ][safepoint    ] Leaving safepoint region
[71.620s][info ][safepoint    ] Total time for which application threads were stopped: 0.0003478 seconds, Stopping threads took: 0.0002661 seconds
[72.620s][info ][safepoint    ] Application time: 1.0001479 seconds
[72.621s][info ][safepoint    ] Entering safepoint region: Cleanup
[72.621s][info ][safepoint    ] Leaving safepoint region
[72.621s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001186 seconds, Stopping threads took: 0.0000449 seconds
[73.621s][info ][safepoint    ] Application time: 1.0001069 seconds
[73.621s][info ][safepoint    ] Entering safepoint region: Cleanup
[73.621s][info ][safepoint    ] Leaving safepoint region
[73.621s][info ][safepoint    ] Total time for which application threads were stopped: 0.0002434 seconds, Stopping threads took: 0.0000458 seconds
[73.673s][info ][safepoint    ] Application time: 0.0515217 seconds
[73.673s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[73.673s][info ][gc,start     ] GC(117) Pause Young (Allocation Failure)
[73.673s][info ][gc,task      ] GC(117) Using 4 workers of 4 for evacuation
[73.676s][debug][gc,ref       ] GC(117) Skipped phase1 of Reference Processing due to unavailable references
[73.676s][debug][gc,ref       ] GC(117) Skipped phase3 of Reference Processing due to unavailable references
[73.676s][debug][gc,ref       ] GC(117) Skipped phase4 of Reference Processing due to unavailable references
[73.676s][debug][gc,age       ] GC(117) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[73.676s][info ][gc,heap      ] GC(117) ParNew: 242871K->2269K(270976K)
[73.676s][info ][gc,heap      ] GC(117) CMS: 239644K->239660K(602112K)
[73.676s][info ][gc,metaspace ] GC(117) Metaspace: 56490K->56490K(1101824K)
[73.676s][info ][gc           ] GC(117) Pause Young (Allocation Failure) 471M->236M(852M) 3.428ms
[73.676s][info ][gc,cpu       ] GC(117) User=0.01s Sys=0.00s Real=0.00s
[73.676s][info ][safepoint    ] Leaving safepoint region
[73.676s][info ][safepoint    ] Total time for which application threads were stopped: 0.0036108 seconds, Stopping threads took: 0.0000368 seconds
[74.038s][info ][safepoint    ] Application time: 0.3616925 seconds
[74.038s][info ][safepoint    ] Entering safepoint region: ICBufferFull
[74.038s][info ][safepoint    ] Leaving safepoint region
[74.038s][info ][safepoint    ] Total time for which application threads were stopped: 0.0002228 seconds, Stopping threads took: 0.0000381 seconds
[74.819s][info ][safepoint    ] Application time: 0.7811386 seconds
[74.819s][info ][safepoint    ] Entering safepoint region: ICBufferFull
[74.819s][info ][safepoint    ] Leaving safepoint region
[74.819s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001888 seconds, Stopping threads took: 0.0000155 seconds
[75.121s][info ][safepoint    ] Application time: 0.3012291 seconds
[75.121s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[75.121s][info ][gc,start     ] GC(118) Pause Young (Allocation Failure)
[75.121s][info ][gc,task      ] GC(118) Using 4 workers of 4 for evacuation
[75.125s][debug][gc,ref       ] GC(118) Skipped phase1 of Reference Processing due to unavailable references
[75.126s][debug][gc,ref       ] GC(118) Skipped phase3 of Reference Processing due to unavailable references
[75.126s][debug][gc,age       ] GC(118) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[75.126s][info ][gc,heap      ] GC(118) ParNew: 243165K->2554K(270976K)
[75.126s][info ][gc,heap      ] GC(118) CMS: 239660K->239698K(602112K)
[75.126s][info ][gc,metaspace ] GC(118) Metaspace: 56850K->56850K(1101824K)
[75.126s][info ][gc           ] GC(118) Pause Young (Allocation Failure) 471M->236M(852M) 4.796ms
[75.126s][info ][gc,cpu       ] GC(118) User=0.02s Sys=0.00s Real=0.00s
[75.126s][info ][safepoint    ] Leaving safepoint region
[75.126s][info ][safepoint    ] Total time for which application threads were stopped: 0.0050074 seconds, Stopping threads took: 0.0000414 seconds
[76.126s][info ][safepoint    ] Application time: 1.0001055 seconds
[76.126s][info ][safepoint    ] Entering safepoint region: Cleanup
[76.126s][info ][safepoint    ] Leaving safepoint region
[76.126s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001176 seconds, Stopping threads took: 0.0000193 seconds
[77.126s][info ][safepoint    ] Application time: 1.0001197 seconds
[77.126s][info ][safepoint    ] Entering safepoint region: Cleanup
[77.126s][info ][safepoint    ] Leaving safepoint region
[77.126s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001862 seconds, Stopping threads took: 0.0000727 seconds
[78.126s][info ][safepoint    ] Application time: 1.0000956 seconds
[78.127s][info ][safepoint    ] Entering safepoint region: Cleanup
[78.127s][info ][safepoint    ] Leaving safepoint region
[78.127s][info ][safepoint    ] Total time for which application threads were stopped: 0.0000895 seconds, Stopping threads took: 0.0000195 seconds
[78.211s][info ][safepoint    ] Application time: 0.0847155 seconds
[78.211s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[78.212s][info ][gc,start     ] GC(119) Pause Young (Allocation Failure)
[78.212s][info ][gc,task      ] GC(119) Using 4 workers of 4 for evacuation
[78.217s][debug][gc,ref       ] GC(119) Skipped phase1 of Reference Processing due to unavailable references
[78.217s][debug][gc,ref       ] GC(119) Skipped phase3 of Reference Processing due to unavailable references
[78.217s][debug][gc,ref       ] GC(119) Skipped phase4 of Reference Processing due to unavailable references
[78.217s][debug][gc,age       ] GC(119) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[78.217s][info ][gc,heap      ] GC(119) ParNew: 243450K->2904K(270976K)
[78.217s][info ][gc,heap      ] GC(119) CMS: 239698K->239822K(602112K)
[78.217s][info ][gc,metaspace ] GC(119) Metaspace: 56868K->56868K(1101824K)
[78.217s][info ][gc           ] GC(119) Pause Young (Allocation Failure) 471M->237M(852M) 5.741ms
[78.217s][info ][gc,cpu       ] GC(119) User=0.01s Sys=0.00s Real=0.01s
[78.217s][info ][safepoint    ] Leaving safepoint region
[78.217s][info ][safepoint    ] Total time for which application threads were stopped: 0.0059547 seconds, Stopping threads took: 0.0000657 seconds
[79.218s][info ][safepoint    ] Application time: 1.0001656 seconds
[79.218s][info ][safepoint    ] Entering safepoint region: Cleanup
[79.218s][info ][safepoint    ] Leaving safepoint region
[79.218s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001716 seconds, Stopping threads took: 0.0000641 seconds
[80.220s][info ][safepoint    ] Application time: 1.0026601 seconds
[80.220s][info ][safepoint    ] Entering safepoint region: Cleanup
[80.221s][info ][safepoint    ] Leaving safepoint region
[80.221s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001541 seconds, Stopping threads took: 0.0000692 seconds
[81.221s][info ][safepoint    ] Application time: 1.0001099 seconds
[81.221s][info ][safepoint    ] Entering safepoint region: Cleanup
[81.221s][info ][safepoint    ] Leaving safepoint region
[81.221s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001163 seconds, Stopping threads took: 0.0000444 seconds
[81.563s][info ][safepoint    ] Application time: 0.3416562 seconds
[81.563s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[81.563s][info ][gc,start     ] GC(120) Pause Young (Allocation Failure)
[81.563s][info ][gc,task      ] GC(120) Using 4 workers of 4 for evacuation
[81.567s][debug][gc,ref       ] GC(120) Skipped phase1 of Reference Processing due to unavailable references
[81.567s][debug][gc,ref       ] GC(120) Skipped phase3 of Reference Processing due to unavailable references
[81.567s][debug][gc,ref       ] GC(120) Skipped phase4 of Reference Processing due to unavailable references
[81.567s][debug][gc,age       ] GC(120) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[81.567s][info ][gc,heap      ] GC(120) ParNew: 243800K->2661K(270976K)
[81.567s][info ][gc,heap      ] GC(120) CMS: 239822K->239930K(602112K)
[81.567s][info ][gc,metaspace ] GC(120) Metaspace: 56892K->56892K(1101824K)
[81.567s][info ][gc           ] GC(120) Pause Young (Allocation Failure) 472M->236M(852M) 4.314ms
[81.567s][info ][gc,cpu       ] GC(120) User=0.02s Sys=0.00s Real=0.00s
[81.567s][info ][safepoint    ] Leaving safepoint region
[81.567s][info ][safepoint    ] Total time for which application threads were stopped: 0.0045506 seconds, Stopping threads took: 0.0000932 seconds
[82.567s][info ][safepoint    ] Application time: 1.0001190 seconds
[82.567s][info ][safepoint    ] Entering safepoint region: Cleanup
[82.567s][info ][safepoint    ] Leaving safepoint region
[82.567s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001628 seconds, Stopping threads took: 0.0000731 seconds
[83.568s][info ][safepoint    ] Application time: 1.0000924 seconds
[83.568s][info ][safepoint    ] Entering safepoint region: Cleanup
[83.568s][info ][safepoint    ] Leaving safepoint region
[83.568s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001293 seconds, Stopping threads took: 0.0000503 seconds
[84.568s][info ][safepoint    ] Application time: 1.0001094 seconds
[84.568s][info ][safepoint    ] Entering safepoint region: Cleanup
[84.568s][info ][safepoint    ] Leaving safepoint region
[84.568s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001236 seconds, Stopping threads took: 0.0000436 seconds
[84.912s][info ][safepoint    ] Application time: 0.3438000 seconds
[84.912s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[84.912s][info ][gc,start     ] GC(121) Pause Young (Allocation Failure)
